Entity,Code,Year,share of global production|Bauxite|Mine|tonnes
USSR,OWID_USS,1983,8.005082
USSR,OWID_USS,1984,7.1100917
USSR,OWID_USS,1985,7.6009502
USSR,OWID_USS,1986,7.1145124
USSR,OWID_USS,1987,6.2227073
USSR,OWID_USS,1988,9.494866
USSR,OWID_USS,1989,8.731068
USSR,OWID_USS,1990,8.182301
USSR,OWID_USS,1991,7.0900903
Ukraine,UKR,2020,0
Ukraine,UKR,2021,0
Ukraine,UKR,2022,0
Ukraine,UKR,2023,0
United Arab Emirates,ARE,2020,0
United Arab Emirates,ARE,2021,0
United Arab Emirates,ARE,2022,0
United Arab Emirates,ARE,2023,0
United States,USA,1900,26.818182
United States,USA,1901,18.113207
United States,USA,1902,20.441177
United States,USA,1903,25.873016
United States,USA,1904,36.390976
United States,USA,1905,30.754717
United States,USA,1906,38.0597
United States,USA,1907,36.914497
United States,USA,1908,21.8107
United States,USA,1909,47.636364
United States,USA,1910,42.41573
United States,USA,1911,37.17647
United States,USA,1912,37.24138
United States,USA,1913,39.703156
United States,USA,1914,94.49152
United States,USA,1915,94.08099
United States,USA,1916,61.626247
United States,USA,1917,56.116505
United States,USA,1918,75.18337
United States,USA,1919,67.31107
United States,USA,1920,58.82353
United States,USA,1921,44.654087
United States,USA,1922,44.935806
United States,USA,1923,44.25
United States,USA,1924,30.431034
United States,USA,1925,23.333334
United States,USA,1926,28.913044
United States,USA,1927,17.340425
United States,USA,1928,18.768473
United States,USA,1929,17.302326
United States,USA,1930,20.613497
United States,USA,1931,17.304348
United States,USA,1932,9.79
United States,USA,1933,14.272727
United States,USA,1934,12.932331
United States,USA,1935,14.067797
United States,USA,1936,13.639576
United States,USA,1937,11.52
United States,USA,1938,8.165375
United States,USA,1939,8.778802
United States,USA,1940,10.159453
United States,USA,1941,15.581015
United States,USA,1942,31.578947
United States,USA,1943,45.214287
United States,USA,1944,41.235634
United States,USA,1945,29.067055
United States,USA,1946,25.688074
United States,USA,1947,19.303797
United States,USA,1948,17.70335
United States,USA,1949,14.216282
United States,USA,1950,16.625917
United States,USA,1951,17.247707
United States,USA,1952,13.203125
United States,USA,1953,11.666667
United States,USA,1954,12.530864
United States,USA,1955,10.224719
United States,USA,1956,9.414893
United States,USA,1957,7.02439
United States,USA,1958,6.2149534
United States,USA,1959,7.4891777
United States,USA,1960,7.3550725
United States,USA,1961,4.251701
United States,USA,1962,4.4694533
United States,USA,1963,5.04886
United States,USA,1964,4.8802395
United States,USA,1965,4.4919786
United States,USA,1966,4.4717445
United States,USA,1967,3.7668161
United States,USA,1968,3.673913
United States,USA,1969,3.6100385
United States,USA,1970,3.66782
United States,USA,1971,3.252818
United States,USA,1972,2.835131
United States,USA,1973,2.7130682
United States,USA,1974,2.4874372
United States,USA,1975,2.4064171
United States,USA,1976,2.5710595
United States,USA,1977,2.4542124
United States,USA,1978,2.0617285
United States,USA,1979,2.128655
United States,USA,1980,1.748879
United States,USA,1981,1.7702228
United States,USA,1982,0.9230769
United States,USA,1983,0.86277
United States,USA,1984,0.98165137
United States,USA,1985,0.80047506
United States,USA,1986,0.5782313
United States,USA,1987,0.62882096
United States,USA,1988,0.6036961
United States,USA,1989,0.65048546
United States,USA,1990,0.4380531
United States,USA,1991,0.045045044
United States,USA,1992,0.042857144
United States,USA,1993,0.05
United States,USA,1994,0.3745283
United States,USA,1995,0.23035714
United States,USA,1996,0.1991453
United States,USA,1997,0.1622795
United States,USA,1998,0.18316098
United States,USA,1999,0.25917053
United States,USA,2000,0.18800883
United States,USA,2001,0.18077518
United States,USA,2002,0.17474514
United States,USA,2003,0.089201964
United States,USA,2004,0.15845732
United States,USA,2005,0.068082586
United States,USA,2006,0.18707098
United States,USA,2007,0.058254298
United States,USA,2008,0.040011607
United States,USA,2009,0.013125838
United States,USA,2010,0.022449372
United States,USA,2011,0.022544095
United States,USA,2012,0.04595178
United States,USA,2013,0.04145338
United States,USA,2014,0.05165349
United States,USA,2015,0.16452211
United States,USA,2016,0.09542238
United States,USA,2017,0.11431688
United States,USA,2018,0.11721759
United States,USA,2019,0.039914947
United States,USA,2020,0.004204092
United States,USA,2021,0
United States,USA,2022,0.003475
Venezuela,VEN,1983,0
Venezuela,VEN,1984,0
Venezuela,VEN,1985,0
Venezuela,VEN,1986,0.0014455782
Venezuela,VEN,1987,0.26763865
Venezuela,VEN,1988,0.53542507
Venezuela,VEN,1989,0.6813301
Venezuela,VEN,1990,0.68267435
Venezuela,VEN,1991,1.7991586
Venezuela,VEN,1992,1.0637429
Venezuela,VEN,1993,2.3002882
Venezuela,VEN,1994,4.502714
Venezuela,VEN,1995,4.482536
Venezuela,VEN,1996,4.1316686
Venezuela,VEN,1997,4.0711427
Venezuela,VEN,1998,3.9232903
Venezuela,VEN,1999,3.2298062
Venezuela,VEN,2000,3.2064118
Venezuela,VEN,2001,3.3466372
Venezuela,VEN,2002,3.6047263
Venezuela,VEN,2003,3.5591607
Venezuela,VEN,2004,3.5455518
Venezuela,VEN,2005,3.3146067
Venezuela,VEN,2006,3.0715027
Venezuela,VEN,2007,2.5309086
Venezuela,VEN,2008,1.8714348
Venezuela,VEN,2009,1.7276838
Venezuela,VEN,2010,1.308051
Venezuela,VEN,2011,0.9664445
Venezuela,VEN,2012,0.90353715
Venezuela,VEN,2013,0.7926216
Venezuela,VEN,2014,0.90936434
Venezuela,VEN,2015,0.33735034
Venezuela,VEN,2016,0.11888112
Venezuela,VEN,2017,0.07860357
Venezuela,VEN,2018,0.026304692
Venezuela,VEN,2019,0.012886598
Venezuela,VEN,2020,0
Venezuela,VEN,2021,0
Venezuela,VEN,2022,0
Vietnam,VNM,1995,0
Vietnam,VNM,1996,0.025641026
Vietnam,VNM,1997,0.023770493
Vietnam,VNM,1998,0.037691057
Vietnam,VNM,1999,0.023255814
Vietnam,VNM,2000,0.011764706
Vietnam,VNM,2001,0.01459854
Vietnam,VNM,2002,0.013888889
Vietnam,VNM,2003,0.013071896
Vietnam,VNM,2004,0.0121951215
Vietnam,VNM,2005,0.030898876
Vietnam,VNM,2006,0.031088082
Vietnam,VNM,2007,0.036199097
Vietnam,VNM,2008,0.035714287
Vietnam,VNM,2009,0.03827751
Vietnam,VNM,2010,0.033472802
Vietnam,VNM,2011,0.03937008
Vietnam,VNM,2012,0.03952569
Vietnam,VNM,2013,0.16283783
Vietnam,VNM,2014,0.42635658
Vietnam,VNM,2015,0.37414965
Vietnam,VNM,2016,0.48951048
Vietnam,VNM,2017,0.90909094
Vietnam,VNM,2018,1.0468328
Vietnam,VNM,2019,0.82474226
Vietnam,VNM,2020,0.89514065
Vietnam,VNM,2021,0.9973958
Vietnam,VNM,2022,0.975
Vietnam,VNM,2023,0.925
West Germany,OWID_GFR,1970,0.0051903115
West Germany,OWID_GFR,1971,0.004830918
West Germany,OWID_GFR,1972,0.0030816642
West Germany,OWID_GFR,1973,0.0028409092
World,OWID_WRL,1900,100
World,OWID_WRL,1901,100
World,OWID_WRL,1902,100
World,OWID_WRL,1903,100
World,OWID_WRL,1904,100
World,OWID_WRL,1905,100
World,OWID_WRL,1906,100
World,OWID_WRL,1907,100
World,OWID_WRL,1908,100
World,OWID_WRL,1909,100
World,OWID_WRL,1910,100
World,OWID_WRL,1911,100
World,OWID_WRL,1912,100
World,OWID_WRL,1913,100
World,OWID_WRL,1914,100
World,OWID_WRL,1915,100
World,OWID_WRL,1916,100
World,OWID_WRL,1917,100
World,OWID_WRL,1918,100
World,OWID_WRL,1919,100
World,OWID_WRL,1920,100
World,OWID_WRL,1921,100
World,OWID_WRL,1922,100
World,OWID_WRL,1923,100
World,OWID_WRL,1924,100
World,OWID_WRL,1925,100
World,OWID_WRL,1926,100
World,OWID_WRL,1927,100
World,OWID_WRL,1928,100
World,OWID_WRL,1929,100
World,OWID_WRL,1930,100
World,OWID_WRL,1931,100
World,OWID_WRL,1932,100
World,OWID_WRL,1933,100
World,OWID_WRL,1934,100
World,OWID_WRL,1935,100
World,OWID_WRL,1936,100
World,OWID_WRL,1937,100
World,OWID_WRL,1938,100
World,OWID_WRL,1939,100
World,OWID_WRL,1940,100
World,OWID_WRL,1941,100
World,OWID_WRL,1942,100
World,OWID_WRL,1943,100
World,OWID_WRL,1944,100
World,OWID_WRL,1945,100
World,OWID_WRL,1946,100
World,OWID_WRL,1947,100
World,OWID_WRL,1948,100
World,OWID_WRL,1949,100
World,OWID_WRL,1950,100
World,OWID_WRL,1951,100
World,OWID_WRL,1952,100
World,OWID_WRL,1953,100
World,OWID_WRL,1954,100
World,OWID_WRL,1955,100
World,OWID_WRL,1956,100
World,OWID_WRL,1957,100
World,OWID_WRL,1958,100
World,OWID_WRL,1959,100
World,OWID_WRL,1960,100
World,OWID_WRL,1961,100
World,OWID_WRL,1962,100
World,OWID_WRL,1963,100
World,OWID_WRL,1964,100
World,OWID_WRL,1965,100
World,OWID_WRL,1966,100
World,OWID_WRL,1967,100
World,OWID_WRL,1968,100
World,OWID_WRL,1969,100
World,OWID_WRL,1970,100
World,OWID_WRL,1971,100
World,OWID_WRL,1972,100
World,OWID_WRL,1973,100
World,OWID_WRL,1974,100
World,OWID_WRL,1975,100
World,OWID_WRL,1976,100
World,OWID_WRL,1977,100
World,OWID_WRL,1978,100
World,OWID_WRL,1979,100
World,OWID_WRL,1980,100
World,OWID_WRL,1981,100
World,OWID_WRL,1982,100
World,OWID_WRL,1983,100
World,OWID_WRL,1984,100
World,OWID_WRL,1985,100
World,OWID_WRL,1986,100
World,OWID_WRL,1987,100
World,OWID_WRL,1988,100
World,OWID_WRL,1989,100
World,OWID_WRL,1990,100
World,OWID_WRL,1991,100
World,OWID_WRL,1992,100
World,OWID_WRL,1993,100
World,OWID_WRL,1994,100
World,OWID_WRL,1995,100
World,OWID_WRL,1996,100
World,OWID_WRL,1997,100
World,OWID_WRL,1998,100
World,OWID_WRL,1999,100
World,OWID_WRL,2000,100
World,OWID_WRL,2001,100
World,OWID_WRL,2002,100
World,OWID_WRL,2003,100
World,OWID_WRL,2004,100
World,OWID_WRL,2005,100
World,OWID_WRL,2006,100
World,OWID_WRL,2007,100
World,OWID_WRL,2008,100
World,OWID_WRL,2009,100
World,OWID_WRL,2010,100
World,OWID_WRL,2011,100
World,OWID_WRL,2012,100
World,OWID_WRL,2013,100
World,OWID_WRL,2014,100
World,OWID_WRL,2015,100
World,OWID_WRL,2016,100
World,OWID_WRL,2017,100
World,OWID_WRL,2018,100
World,OWID_WRL,2019,100
World,OWID_WRL,2020,100
World,OWID_WRL,2021,100
World,OWID_WRL,2022,100
World,OWID_WRL,2023,100
Yugoslavia,OWID_YGS,1970,3.6314878
Yugoslavia,OWID_YGS,1971,3.1545894
Yugoslavia,OWID_YGS,1972,3.2311249
Yugoslavia,OWID_YGS,1973,3.0738637
Yugoslavia,OWID_YGS,1974,3.0012562
Yugoslavia,OWID_YGS,1975,3.0828876
Yugoslavia,OWID_YGS,1976,2.626615
Yugoslavia,OWID_YGS,1977,2.4957266
Yugoslavia,OWID_YGS,1978,3.1679013
Yugoslavia,OWID_YGS,1979,3.5228071
Yugoslavia,OWID_YGS,1980,3.5183666
Yugoslavia,OWID_YGS,1981,3.8089097
Yugoslavia,OWID_YGS,1982,4.625473
Yugoslavia,OWID_YGS,1983,4.4477344
Yugoslavia,OWID_YGS,1984,3.8388326
Yugoslavia,OWID_YGS,1985,3.859613
Yugoslavia,OWID_YGS,1986,3.9216745
Yugoslavia,OWID_YGS,1987,3.7052402
Yugoslavia,OWID_YGS,1988,3.1147783
Yugoslavia,OWID_YGS,1989,3.1577358
Yugoslavia,OWID_YGS,1990,2.6127965
Yugoslavia,OWID_YGS,1991,2.29009
Zimbabwe,ZWE,1977,0.0036630037
Zimbabwe,ZWE,1978,0.005948148
Zimbabwe,ZWE,1979,0.005936842
Zimbabwe,ZWE,1980,0.0047993273
Zimbabwe,ZWE,1981,0.006024619
Zimbabwe,ZWE,1982,0.009499369
Zimbabwe,ZWE,1983,0.029409148
Zimbabwe,ZWE,1984,0.026061926
Zimbabwe,ZWE,1985,0.024794538
Zimbabwe,ZWE,1986,0.02753288
